timestamp,temperature,humidity,pressure,wind_speed,rainfall,wind_direction,dew_point,station_id,station_name,lat,lon,data_source,fault_type,is_anomaly,label,confidence
2024-01-01T00:00,24.1,67.0,993.9,0.5,0.0,225,17.6,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T01:00,23.7,69.0,993.4,3.1,0.0,306,17.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T02:00,23.2,73.0,993.0,4.1,0.0,345,18.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T03:00,22.9,76.0,992.6,2.9,0.0,360,18.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T04:00,21.6,84.0,993.2,3.4,0.0,198,18.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T05:00,22.3,80.0,993.9,2.6,0.0,196,18.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T06:00,21.5,89.0,994.6,5.4,0.0,70,19.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T07:00,22.7,82.0,995.6,11.8,0.0,38,19.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T08:00,24.3,73.0,996.4,11.7,0.0,43,19.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T09:00,26.5,62.0,996.8,12.0,0.0,41,18.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T10:00,28.2,54.0,996.4,9.9,0.0,44,18.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T11:00,29.2,50.0,995.3,7.2,0.0,53,17.6,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T12:00,30.7,44.0,993.9,4.2,0.0,59,17.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T13:00,32.1,39.0,992.4,3.1,0.0,36,16.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T14:00,32.7,36.0,991.1,3.3,0.0,6,15.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T15:00,32.8,35.0,990.6,0.5,0.0,315,15.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T16:00,32.4,36.0,990.3,1.0772775671710124,0.0,188,15.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,FLATLINE,1,SENSOR_FAULT,0.87
2024-01-01T17:00,31.0,45.0,990.5,1.4406036007459333,0.0,194,17.6,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,FLATLINE,1,SENSOR_FAULT,0.8
2024-01-01T18:00,28.7,48.0,992.0,8.9,0.0,207,16.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T19:00,28.1,51.0,993.3,7.3,0.0,191,16.9,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T20:00,27.4,54.0,994.3,10.1,0.0,125,17.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T21:00,26.8,59.0,994.6,9.8,0.0,118,18.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T22:00,26.3,61.0,994.6,6.9,0.0,96,18.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T23:00,24.7,69.0,994.2,6.0,0.0,107,18.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T00:00,24.7,70.0,993.8,3.7,0.0,119,18.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T01:00,24.0,77.0,993.3,4.4,0.0,81,19.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T02:00,23.6,78.0,992.8,3.8,0.0,73,19.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T03:00,23.1,82.0,992.4,4.7,0.0,90,19.9,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T04:00,23.2,82.0,992.7,3.1,0.0,69,19.9,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T05:00,23.2,81.0,993.1,3.0,0.0,76,19.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T06:00,23.6,80.0,993.8,4.8,0.0,77,19.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T07:00,23.9,78.0,994.5,7.5,0.0,35,19.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T08:00,25.2,70.0,995.0,10.5,0.0,31,19.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T09:00,26.0,66.0,995.4,10.6,0.0,35,19.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T10:00,27.9,58.0,994.9,11.7,0.0,43,18.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T11:00,28.7,54.0,994.0,10.3,0.0,54,18.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T12:00,29.5,50.0,992.9,6.7,0.0,74,17.9,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T13:00,29.8,48.0,991.7,5.8,0.0,94,17.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T14:00,31.1,43.0,990.5,7.6,0.0,95,17.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T15:00,31.5,40.0,990.1,7.6,0.0,95,16.3,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T16:00,31.1,39.0,990.1,6.0,0.0,107,15.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T17:00,30.3,44.0,990.5,3.1,0.0,135,16.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T18:00,28.3,46.0,991.7,8.8,0.0,161,15.6,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T19:00,27.4,49.0,992.7,5.7,0.0,145,15.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T20:00,25.9,55.0,993.6,5.7,0.0,108,16.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T21:00,25.0,60.0,994.1,6.8,0.0,90,16.6,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T22:00,24.5,63.0,994.0,6.7,0.0,54,17.0,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-02T23:00,23.9,69.0,993.6,7.5,0.0,55,17.9,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T00:00,23.5,74.0,993.3,6.7,0.0,74,18.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T01:00,23.3,79.0,992.6,5.4,0.0,98,19.6,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T02:00,23.1,81.0,992.0,5.3,0.0,118,19.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T03:00,23.2,81.0,991.8,5.5,0.0,113,19.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T04:00,22.6,84.0,991.8,5.1,0.0,94,19.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T05:00,22.2,86.0,992.5,5.5,0.0,79,19.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T06:00,22.5,83.0,993.4,6.1,0.0,40,19.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T07:00,23.3,78.0,994.2,6.8,0.0,18,19.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T08:00,24.8,71.0,995.0,8.7,0.0,24,19.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T09:00,26.8,62.0,995.3,9.4,0.0,43,18.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T10:00,28.2,55.0,995.0,8.4,0.0,50,18.3,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T11:00,29.4,50.0,2.1438419087667957,7.4,0.0,47,17.8,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,FLATLINE,1,SENSOR_FAULT,0.83
2024-01-03T12:00,30.7,45.0,0.9507596358024478,6.6,0.0,41,17.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,FLATLINE,1,SENSOR_FAULT,0.92
2024-01-03T13:00,31.8,41.0,0.3798222663256421,6.0,0.0,33,16.9,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,FLATLINE,1,SENSOR_FAULT,0.83
2024-01-03T14:00,32.6,38.0,989.9,5.2,0.0,16,16.6,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T15:00,32.6,38.0,989.3,5.4,0.0,340,16.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T16:00,32.4,38.0,989.1,7.9,0.0,309,16.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T17:00,31.7,41.0,989.7,3.1,0.0,315,16.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T18:00,29.0,51.0,991.2,19.1,0.0,89,17.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T19:00,27.8,57.0,992.0,12.3,0.0,105,18.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T20:00,27.4,58.0,992.6,5.9,0.0,104,18.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T21:00,27.1,59.0,993.0,8.0,0.0,54,18.3,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T22:00,26.4,63.0,993.0,10.3,0.0,61,18.7,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-03T23:00,25.5,69.0,993.0,8.3,0.0,90,19.4,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-04T00:00,24.9,72.0,992.6,5.2,0.0,115,19.5,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-04T01:00,23.8,80.0,992.2,4.8,0.0,132,20.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-04T02:00,23.9,80.0,991.8,3.1,0.0,111,20.3,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-04T03:00,23.5,82.0,991.8,3.8,0.0,107,20.2,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-04T04:00,23.3,82.0,991.9,3.4,0.0,122,20.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-04T05:00,23.2,83.0,992.3,3.7,0.0,151,20.1,AWS_ERD_003,Bhavani,11.4477,77.6833,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
