timestamp,temperature,humidity,pressure,wind_speed,rainfall,wind_direction,dew_point,station_id,station_name,lat,lon,data_source,fault_type,is_anomaly,label,confidence
2024-01-01T00:00,22.9,74.0,993.4,3.1,0.0,216,18.0,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T01:00,22.1,79.0,992.9,2.9,0.0,263,18.3,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T02:00,21.8,81.0,992.5,2.2,0.0,270,18.4,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T03:00,21.7,82.0,992.2,1.5,0.0,284,18.5,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T04:00,22.2,80.0,992.9,1.8,0.0,270,18.5,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T05:00,22.0,82.0,993.5,5.2,0.0,16,18.8,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T06:00,21.5,88.0,994.2,6.9,0.0,39,19.5,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T07:00,22.5,82.0,995.3,11.2,0.0,15,19.4,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T08:00,24.2,73.0,996.1,9.7,0.0,27,19.1,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T09:00,26.4,62.0,996.4,10.0,0.0,41,18.6,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T10:00,28.0,55.0,995.9,8.2,0.0,41,18.0,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T11:00,29.6,48.0,994.9,6.1,0.0,50,17.3,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T12:00,31.1,41.0,993.5,3.5,0.0,66,16.4,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T13:00,32.3,37.0,992.0,2.7,0.0,113,15.8,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T14:00,32.8,35.0,990.7,4.2,0.0,160,15.4,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T15:00,32.9,34.0,990.4,7.3,0.0,189,15.2,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T16:00,32.3,35.0,990.0,7.9,0.0,183,14.7,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
2024-01-01T17:00,31.5,36.0,990.3,5.1,0.0,141,14.5,AWS_ERD_001,Erode Town,11.341,77.7172,ERA5_OpenMeteo,NONE,0,NORMAL,0.0
